1146722_1_7558140036342906956.csv,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/maximumElevation,http://dbpedia.org/property/elevationM,1
1146722_1_7558140036342906956.csv,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/maximumElevation,http://dbpedia.org/ontology/elevation,2
1146722_1_7558140036342906956.csv,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/maximumElevation,http://dbpedia.org/ontology/firstAscentYear,3
11688006_0_8123036130090004213.csv,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/property/populationEstimate,1
11688006_0_8123036130090004213.csv,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/property/admissionsTotal,2
11688006_0_8123036130090004213.csv,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/property/populationCensus,3
11688006_0_8123036130090004213.csv,http://dbpedia.org/ontology/Country,http://dbpedia.org/property/statArea,http://dbpedia.org/property/population,1
11688006_0_8123036130090004213.csv,http://dbpedia.org/ontology/Country,http://dbpedia.org/property/statArea,http://dbpedia.org/property/statArea,2
11688006_0_8123036130090004213.csv,http://dbpedia.org/ontology/Country,http://dbpedia.org/property/statArea,http://dbpedia.org/property/populationTotal,3
11688006_0_8123036130090004213.csv,http://dbpedia.org/ontology/Country,http://dbpedia.org/property/statArea,http://dbpedia.org/property/statArea,1
11688006_0_8123036130090004213.csv,http://dbpedia.org/ontology/Country,http://dbpedia.org/property/statArea,http://dbpedia.org/property/votes,2
11688006_0_8123036130090004213.csv,http://dbpedia.org/ontology/Country,http://dbpedia.org/property/statArea,http://dbpedia.org/property/pop,3
13395751_3_369722706637560735.csv,http://dbpedia.org/ontology/Lake,http://dbpedia.org/property/height,http://dbpedia.org/property/imageSize,1
13395751_3_369722706637560735.csv,http://dbpedia.org/ontology/Lake,http://dbpedia.org/property/height,http://dbpedia.org/ontology/Lake-areaOfCatchment,2
13395751_3_369722706637560735.csv,http://dbpedia.org/ontology/Lake,http://dbpedia.org/property/height,http://dbpedia.org/ontology/elevation,3
14311244_0_7604843865524657408.csv,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/property/elevation,http://dbpedia.org/property/elevationFt,1
14311244_0_7604843865524657408.csv,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/property/elevation,http://dbpedia.org/property/prominence,2
14311244_0_7604843865524657408.csv,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/property/elevation,http://dbpedia.org/property/scale,3
15700884_0_8204220284166767221.csv,http://dbpedia.org/ontology/Company,http://dbpedia.org/property/employees,http://dbpedia.org/property/numLawyers,1
15700884_0_8204220284166767221.csv,http://dbpedia.org/ontology/Company,http://dbpedia.org/property/employees,http://dbpedia.org/ontology/numberOfLawyers,2
15700884_0_8204220284166767221.csv,http://dbpedia.org/ontology/Company,http://dbpedia.org/property/employees,http://dbpedia.org/property/locationPlace,3
16767252_0_2409448375013995751.csv,http://dbpedia.org/ontology/Film,http://dbpedia.org/property/released,http://dbpedia.org/property/year,1
16767252_0_2409448375013995751.csv,http://dbpedia.org/ontology/Film,http://dbpedia.org/property/released,http://dbpedia.org/property/established,2
16767252_0_2409448375013995751.csv,http://dbpedia.org/ontology/Film,http://dbpedia.org/property/released,http://dbpedia.org/property/recorded,3
